NORAD_CAT_ID,RCS,SOURCE
17273,0.013,5
17274,0.007,6
17290,4.03,45
17291,4.74,44
17295,7.34,51
17296,4.4,50
17303,2.11,29
17304,4.7,48
17316,0.046,17
17325,9.34,50
17328,13.5,18
17333,7.26,3
17359,1.54,29
17360,4.51,38
17369,4.16,65
17423,0.02,13
17425,0.25,15
17429,0.032,13
17478,0.007,7
17525,2.25,34
17526,4.46,46
17527,3.47,55
17528,8.66,50
17535,13.6,26
17536,6.03,50
17543,0.016,14
17561,10.2,9
17563,2.38,24
17566,8.68,51
17567,4.52,51
17582,0.95,21
17583,1.19,28
17584,1.14,22
17585,1.08,24
17586,1.15,20
17587,1.11,22
17588,5.31,42
17589,4.5,53
17590,9.49,52
17608,0.011,11
17611,2.07,3
17614,0.013,14
17615,0.01,6
17616,0.01,7
17617,0.012,9
17618,0.01,12
17619,0.013,10
17620,0.016,13
17621,0.01,7
17623,0.01,6
17624,0.007,7
17625,0.011,10
17626,0.007,8
17627,0.015,16
17629,0.011,8
17631,0.013,14
17632,0.011,12
17633,0.013,12
17635,0.012,7
17637,0.009,9
17638,0.017,10
17639,0.015,6
17640,0.008,7
17641,0.011,6
17642,0.015,8
17648,0.008,5
17658,0.007,8
17666,0.019,10
17702,0.018,6
17705,2.45,6
17706,26.1,4
17713,0.014,6
17716,0.011,5
17717,0.007,9
17719,0.008,9
17720,0.012,7
17722,0.015,15
17725,0.009,12
17728,0.027,12
17732,0.009,10
17754,0.011,10
17755,0.032,9
17764,0.014,5
17765,0.009,11
17768,0.013,9
17792,0.015,22
17793,0.013,7
17794,0.013,12
17795,0.08,12
17796,0.022,13
17797,0.031,13
17798,0.008,5
17799,0.042,13
17800,0.06,6
17801,0.034,20
17802,0.017,14
17803,0.03,11
17804,0.02,14
17805,0.014,12
17806,0.009,8
17807,0.032,10
17815,0.025,11
17838,0.015,17
17842,0.017,11
17843,0.01,14
17844,0.009,4
17872,1.79,2
17873,3.98,8
17874,2,1
17875,2.02,3
17911,7.97,57
17912,4.74,52
17939,1.79,2
17969,3.72,2
17972,2.48,3
17973,15.4,30
17974,9.4,39
18095,2,25
18096,5.34,43
18103,11.9,18
18106,6.91,27
18113,0.66,11
18114,0.72,16
18115,0.69,13
18116,0.69,16
18117,0.66,14
18118,0.63,18
18119,0.68,13
18120,0.66,18
18121,6.18,47
18122,2.78,52
18123,2.84,32
18129,1.75,28
18130,5.04,45
18131,0.008,8
18152,8.62,58
18153,4.61,50
18160,2.22,30
18161,4.85,39
18187,3.74,61
18214,9.4,43
18215,4.25,49
18231,0.1,9
18232,0.028,15
18241,0.19,10
18257,0.017,18
18268,0.009,4
18269,0.007,12
18270,0.012,11
18271,0.043,14
18272,0.008,7
18274,0.018,13
18275,0.007,8
18276,0.014,13
18278,0.028,12
18279,0.009,8
18282,0.018,11
18290,0.005,8
18302,0.015,11
18312,4.51,44
18313,5.22,49
18316,3.34,3
18328,5.95,3
18331,2.39,2
18334,1.08,22
18335,1.14,26
18336,1.1,29
18337,1.1,23
18338,1.12,20
18339,1.02,24
18340,6.76,51
18350,15.8,4
18351,3.98,1
18355,0.69,4
18356,0.87,7
18357,1.4,5
18360,1.45,6
18361,1.55,32
18362,1.42,30
18363,0.86,27
18365,0.013,5
18374,0.58,23
18375,0.53,15
18384,6.31,3
18387,2.11,4
18402,2.14,34
18403,4.7,34
18410,0.09,9
18411,0.08,11
18412,0.08,5
18413,0.012,14
18414,0.018,14
18415,0.09,7
18416,0.09,6
18417,0.09,10
18418,0.04,22
18421,6.68,48
18422,4.79,43
18426,0.039,12
18427,0.019,12
18428,0.023,13
18429,0.029,20
18431,0.017,3
18443,5.37,6
18446,3.24,2
18463,0.028,15
18467,0.008,11
18468,0.015,14
18469,0.005,4
18470,0.025,8
18471,0.08,9
18472,0.015,8
18476,0.09,10
18477,0.017,9
18479,0.015,11
18490,0.002,1
18494,0.008,8
18496,0.043,12
18500,0.007,7
18501,0.009,10
18502,0.019,10
18504,0.008,3
18505,0.018,13
18507,0.18,10
18509,0.019,10
18510,0.018,14
18512,0.01,12
18513,0.011,10
18517,0.011,13
18518,0.011,13
18519,0.014,11
18525,0.04,7
18526,0.019,12
18527,0.08,7
18530,0.044,17
18533,0.016,19
18534,0.037,11
18538,0.012,9
18539,0.018,6
18540,0.034,11
18543,0.16,4
18545,0.014,10
18549,0.008,9
18550,0.09,9
18551,0.013,14
18552,0.014,14
18556,0.011,9
18560,0.013,9
18561,0.016,13
18562,0.038,18
18565,0.015,7
18570,3.16,3
18571,12.1,12
18575,7.94,3
18578,2.22,6
18585,2.25,33
18586,4.65,44
18589,0.08,10
18591,0.11,7
18592,0.009,6
18597,0.027,10
18598,0.12,7
18599,0.09,5
18600,0.1,10
18601,0.008,5
18602,0.015,8
18603,0.2,12
18606,0.015,9
18608,0.017,13
18615,0.07,6
18616,0.004,6
18631,4.33,3
18634,2.5,3
18637,0.012,10
18639,0.015,10
18640,0.006,7
18645,0.019,11
18647,0.019,12
18648,0.007,9
18650,0.014,20
18651,0.013,13
18665,3.07,38
18670,0.016,8
18671,0.023,12
18675,0.019,9
18680,0.01,6
18681,0.012,15
18688,0.09,3
18689,0.031,14
18691,0.01,12
18693,0.026,24
18697,0.005,3
18698,0.012,13
18701,14.1,30
18704,4.36,48
18709,2.16,26
18710,6.78,60
18715,8.12,5
18718,2.74,5
18725,0.13,10
18727,0.19,17
18728,0.09,7
18729,0.17,9
18730,0.11,12
18731,0.21,13
18733,0.046,22
18737,0.21,17
18742,0.08,5
18746,0.027,12
18747,0.06,5
18748,8.81,55
18749,4.57,53
18751,0.19,18
18752,0.06,9
18753,0.19,11
18754,0.1,11
18755,0.041,13
18756,0.05,7
18757,0.06,9
18758,0.05,4
18764,0.02,11
18765,1.09,21
18766,0.1,11
18767,0.015,9
18775,0.005,7
18779,0.007,9
18783,0.011,9
18784,0.013,10
18785,0.009,9
18788,1.12,28
18789,1.12,23
18790,1.22,28
18791,1.19,21
18792,1,17
18793,1.12,18
18794,4.89,44
18800,0.042,10
18801,0.021,14
18802,0.06,6
18803,0.06,5
18804,0.03,16
18805,0.008,3
18806,0.036,14
18807,0.018,14
18819,0.008,7
18820,5.08,40
18821,4.43,47
18822,3.68,54
18866,0.007,4
18870,0.025,13
18877,3.59,2
18881,11.4,17
18883,5.44,38
18902,0.008,7
18904,0.17,5
18906,0.021,10
18907,0.01,13
18908,0.007,6
18910,0.045,12
18911,0.015,11
18922,10,3
18937,0.69,12
18938,0.71,13
18939,0.72,11
18940,0.71,15
18941,0.69,13
18942,0.71,15
18943,0.7,18
18944,0.71,15
18945,5.97,36
18946,20.2,15
18949,7.57,8
18951,7.73,3
18952,2.65,3
18953,12.8,18
18957,2.78,56
18958,7.21,45
18959,4.11,51
18960,4.1,56
18961,6.49,53
18962,0.1,3
18964,0.011,12
18965,0.019,8
18967,0.019,12
18969,0.038,12
18985,2.75,45
18986,4.14,46
18998,0.006,7
19000,0.013,11
19005,0.08,9
19006,0.043,9
19008,0.042,14
19017,4.59,4
19020,2.01,3
19024,0.014,9
19025,0.005,7
19026,0.005,3
19027,0.012,11
19030,0.33,13
19033,0.018,10
19038,2.17,31
19039,5.32,59
19046,6.46,57
19047,0.006,7
19048,0.013,12
19051,0.36,10
19054,0.046,9
19059,0.2,10
19070,1.54,29
19071,1.65,33
19072,0.73,26
19073,1.78,2
19076,2.22,7
19077,0.009,8
19078,0.044,21
19090,6.06,4
19094,2.14,4
19102,0.009,7
19105,0.012,4
19106,0.006,3
19109,0.12,6
19111,0.01,12
19112,0.005,10
19113,0.012,15
19119,11.9,33
19120,10.5,19
19121,9.22,4
19122,1.15,15
19125,0.06,6
19126,0.08,6
19127,0.09,8
19128,0.09,8
19133,0.22,14
19134,0.13,6
19136,0.032,9
19137,0.11,8
19138,0.05,9
19139,0.046,6
19140,0.012,14
19141,0.01,7
19143,0.044,15
19144,0.15,10
19150,0.01,13
19162,0.19,12
19163,0.95,4
19164,1.56,4
19165,2,4
19168,1.86,3
19169,0.89,18
19170,0.73,10
19174,0.019,16
19175,0.05,11
19176,0.038,13
19178,0.11,3
19181,0.05,10
19183,0.01,11
19185,0.049,11
19195,11.2,28
19196,5.44,53
19210,8.45,54
19211,4.1,45
19215,4.13,3
19217,2.51,4
19219,6.44,49
19221,0.013,11
19223,1.95,33
19226,0.04,6
19227,0.019,15
19228,0.09,8
19229,0.05,8
19230,0.043,6
19232,0.045,7
19233,0.08,5
19234,0.044,21
19235,0.01,3
19238,0.016,5
19242,0.01,13
19244,0.008,9
19245,0.15,17
19250,0.008,5
19256,2.02,25
19257,4.32,41
19260,0.011,10
19261,0.007,9
19274,9.14,34
19275,4.68,50
19290,0.009,14
19291,0.018,12
19293,0.005,9
19294,0.011,7
19295,0.032,11
19299,0.21,3
19302,0.008,2
19306,0.023,15
19309,0.005,5
19311,0.009,7
19314,0.007,7
19316,0.015,9
19317,0.009,2
19324,2.41,34
19325,5.68,63
19330,2.51,5
19331,5.05,4
19336,6.78,54
19337,5.15,54
19344,5.2,3
19347,3.11,5
19351,0.009,9
19355,0.037,14
19359,0.009,3
19360,0.013,8
19362,0.009,7
19363,0.011,8
19365,0.007,4
19367,0.002,1
19391,0.006,5
19396,0.015,2
19397,8.42,7
19400,2.36,4
19419,1.42,37
19420,1.42,29
19421,0.86,23
19422,0.008,10
19423,0.005,10
19425,0.016,14
19429,0.009,6
19439,0.009,8
19440,0.014,15
19450,0.032,7
19451,0.024,10
19453,0.008,6
19455,0.019,9
19467,2.32,44
19468,9.45,58
19473,0.013,4
19475,0.011,13
19478,0.07,12
19479,0.013,3
19483,3.77,3
19484,2.88,2
19501,1.43,8
19502,0.93,8
19503,0.9,9
19505,1.68,11
19508,6.18,2
19511,0.013,11
19512,0.018,10
19515,0.038,19
19516,0.027,15
19518,0.2,11
19531,4.2,56
19535,0.72,7
19537,0.84,21
19548,39,13
19549,12.1,16
19550,6.48,2
19554,13.8,19
19557,5.9,30
19559,0.022,14
19561,0.004,5
19562,0.005,6
19573,4.89,46
19574,4.93,59
19576,0.013,10
19577,0.046,13
19580,0.014,13
19590,0.013,9
19592,0.18,10
19593,0.012,11
19594,0.01,5
19595,0.043,20
19596,5.01,1
19599,0.05,8
19608,11.6,21
19611,5.75,41
19621,9.67,5
19622,10.2,15
19638,0.04,13
19640,0.015,13
19643,0.009,12
19646,0.047,10
19649,11.2,22
19650,11.8,23
19656,0.09,11
19657,0.08,7
19658,0.09,9
19659,0.08,8
19664,0.011,7
19667,0.013,10
19683,6.64,6
19686,1.95,3
19687,2.28,8
19688,12.6,4
19689,36.8,31
19710,11.1,2
19749,1.89,10
19750,3.33,7
19751,1.03,15
19753,0.26,3
19754,1.43,12
19755,0.62,13
19765,5.3,4
19769,2.07,28
19770,4.19,40
19772,10.2,4
19773,6.68,50
19776,2.57,4
19777,2.12,2
19785,1.16,20
19786,1.18,23
19787,1.1,26
19788,1.11,23
19789,1.08,26
19790,1.06,23
19791,4.36,32
19799,4.01,47
19802,1.68,5
19807,12.6,9
19810,7.98,2
19822,3.07,34
19826,2.11,31
19827,4.89,51
19831,0.014,14
19834,0.018,4
19851,4.92,51
19852,4.64,49
19853,0.009,15
19856,0.8,15
19857,0.75,35
19874,2.51,2
19876,4.56,4
19883,23,2
19884,11.1,32
19891,0.22,5
19902,0.73,18
19903,0.69,14
19904,0.7,13
19905,0.69,15
19906,0.68,18
19907,0.7,18
19908,0.7,12
19909,0.73,12
19910,5.74,51
19913,8.81,2
19919,3.93,4
19920,9.92,19
19921,2.12,31
19922,4.93,55
19928,4.09,2
19931,1.93,2
19945,0.012,8
19946,0.17,9
19948,0.005,8
19949,0.009,3
19950,0.009,8
19951,0.43,17
19954,0.012,8
19960,0.011,9
19961,0.011,10
19964,0.009,9
19970,11.9,31
19981,0.22,8
20005,0.05,7
20008,0.012,12
20011,0.021,14
20012,0.014,10
20014,0.019,12
20016,0.033,17
20023,0.016,6
20024,4.97,12
20025,1.1,6
20026,1.02,11
20028,1.4,7
20029,0.012,5
20030,0.016,3
20031,0.045,9
20032,0.013,3
20040,2.84,2
20041,2.51,1
20044,0.42,3
20045,2.36,35
20046,4.74,34
20048,0.007,11
20051,0.02,11
20061,2.76,8
20081,0.64,12
20082,0.72,13
20083,2.99,4
20086,2.15,3
20087,0.014,16
20088,0.032,14
20089,0.012,5
20090,0.008,9
20100,0.014,4
20102,0.05,11
20103,2.09,28
20104,4.71,49
20107,3.16,4
20110,1.67,2
20122,5.01,3
20127,10.7,23
20129,0.023,15
20131,0.01,12
20149,2.16,36
20150,4.43,44
20153,0.05,3
20168,2.2,4
20169,9.24,51
20170,12.7,13
20174,0.008,9
20185,2,7
20193,1.5,2
20196,9.19,47
20197,5,46
20217,7.47,2
20229,9.03,48
20230,2.99,33
20232,1.15,21
20233,1.18,25
20234,1.18,24
20235,1.19,23
20236,1.1,23
20237,1.22,27
20238,5.82,54
20253,32.5,3
20261,7.22,49
20262,4.93,51
20263,10.3,2
20266,2.38,5
20281,0.53,13
20282,0.004,7
20283,0.017,13
20284,0.015,8
20285,0.021,11
20301,0.11,10
20302,2.05,6
20303,9.76,57
20305,6.74,56
20306,5.32,43
20308,0.016,15
20309,0.024,7
20315,18,4
20316,24.3,37
20317,0.35,3
20322,13.9,48
20323,8.81,57
20324,0.08,10
20326,0.012,5
20327,0.012,3
20328,0.64,19
20330,13.7,26
20333,6.33,33
20348,0.034,17
20349,0.03,15
20359,0.005,11
20360,0.008,9
20361,0.66,3
20362,9.53,51
20367,2.82,5
20370,2.23,4
20391,10.1,8
20394,2.4,2
20401,8.22,4
20402,4.61,2
20404,3.32,29
20410,10.3,2
20411,3.69,43
20412,0.13,6
20413,2,5
20432,2.07,31
20433,5.82,47
20434,0.007,11
20435,0.017,18
20436,6.32,44
20437,0.37,16
20438,0.31,12
20439,0.11,12
20440,0.19,10
20441,0.13,9
20442,0.16,9
20443,9.84,21
20452,1.57,6
20453,9.85,62
20465,8.82,52
20466,4.53,56
20469,0.13,7
20473,9.89,2
20474,9.6,46
20478,3.5,49
20479,0.53,17
20480,0.27,16
20488,7.53,54
20491,8.19,41
20499,12.8,2
20502,3.99,7
20503,0.005,5
20504,0.12,3
20505,0.004,4
20508,2.53,38
20509,7.47,59
20510,9,44
20511,4.52,51
20523,8.53,6
20527,2.11,28
20528,5.42,49
20533,0.61,5
20536,6.43,32
20547,0.18,10
20549,0.68,16
20550,0.66,16
20551,0.73,15
20552,0.69,15
20553,0.68,14
20554,0.68,12
20555,0.67,15
20556,0.7,13
20557,6.19,37
20558,21.5,2
20559,9.5,36
20570,1,1
20571,10.1,17
20577,2.16,27
20578,4.76,43
20580,28.6,39
20596,12.4,25
20599,6.21,34
20607,0.36,13
20608,0.56,18
20609,0.83,17
20619,0.94,12
20620,1.51,7
20621,1.89,8
20623,2.98,10
20624,11.1,25
20625,13.6,37
20626,0.08,12
20627,0.09,8
20628,0.08,13
20629,0.09,8
20630,0.63,13
20631,0.68,23
20643,2,3
20659,3.16,1
20662,2.51,7
20663,7.51,58
20666,4.75,47
20667,10.4,4
20669,6.62,46
20670,3.99,33
20671,4.82,50
20672,0.1,5
20673,0.01,8
20674,2.48,30
20693,0.31,3
20696,1.39,2
20705,2.57,3
20706,2.12,4
20707,7.5,43
20710,3.98,39
20712,6.2,38
20713,16.7,29
20717,33.2,41
20718,20,27
20720,11.3,28
20721,5.12,50
20724,2.67,5
20735,1.09,20
20736,1.14,15
20737,1.17,21
20738,1.15,25
20739,1.09,25
20740,1.1,27
20741,6.23,50
20760,0.15,5
20762,2.51,3
20763,10,20
20764,3.03,34
20771,1.85,4
20774,2.97,16
20775,7.59,60
20776,11.1,4
20777,5.97,3
20788,2.8,44
20791,7.77,50
20792,0.06,12
20793,0.07,5
20797,0.08,10
20798,0.1,11
20799,0.5,3
20800,0.58,2
20801,0.45,3
20804,2.01,30
20805,4.88,53
20811,0.05,3
20826,4.8,54
20827,4.68,48
20830,2.15,9
20835,0.8,4
20836,3.16,1
20837,1.12,3
20843,13.2,30
20846,0.19,15
20847,1.25,33
20848,0.32,20
20849,1.34,36
20850,0.18,9
20852,0.18,12
20853,0.61,23
20855,7.31,47
20858,0.43,23
20861,0.37,17
20862,0.13,11
20864,0.27,12
20865,0.1,12
20866,0.045,14
20867,0.037,12
20868,0.035,15
20870,0.08,10
20872,24.8,4
20873,9.02,6
20876,0.19,16
20877,0.65,25
20878,0.18,14
20879,0.12,12
20881,0.19,12
20883,0.11,10
20884,0.049,16
20885,0.019,8
20886,0.08,9
20887,0.13,14
20888,0.16,7
20889,0.26,16
20890,0.005,10
20891,0.032,13
20892,0.06,11
20893,0.05,7
20894,0.034,21
20895,0.042,15
20898,0.039,15
20899,0.045,19
20900,0.049,13
20902,0.036,11
20903,0.011,14
20904,0.06,13
20906,0.024,9
20907,0.006,7
20912,0.038,12
20913,0.026,9
20915,0.015,9
20918,22.5,2
20923,3.98,3
20926,1.5,4
20945,6.11,6
20946,7.53,4
20947,29.8,43
20953,3.98,4
20959,2,9
20962,0.31,2
20969,0.13,8
20972,0.021,14
20973,0.019,10
20974,0.01,11
20978,4.11,48
21006,2.46,10
21007,1.54,6
21008,1.54,7
21011,2.24,11
21012,0.7,11
21013,0.58,9
21014,2.22,28
21015,6.81,60
21016,2.26,2
21019,2.52,3
21028,1.17,23
21029,1.12,21
21030,1.07,26
21031,1.16,24
21032,1.1,20
21033,1.21,33
21034,4.97,48
21038,2.26,2
21041,1.77,2
21046,2.85,2
21047,5.75,4
21048,10.3,19
21049,2.93,31
21052,0.32,4
21055,3.44,5
21056,9.1,5
21087,1.8,33
21088,4.86,40
21089,1.82,29
21090,4.81,50
21091,0.014,13
21100,0.68,13
21101,0.69,13
21102,0.7,15
21103,0.68,12
21104,0.68,13
21105,0.68,12
21106,0.66,13
21107,0.66,12
21108,5.55,36
21109,0.66,14
21110,0.27,12
21111,13,2
21115,0.045,18
21118,7.94,9
21121,7.37,34
21126,0.015,8
21128,0.032,8
21129,3.13,6
21130,2.44,27
21131,6.4,61
21132,4.09,2
21135,1.85,2
21136,0.049,11
21137,0.34,12
21138,0.18,11
21139,8.68,3
21140,12.4,4
21149,12.6,7
21151,2.82,25
21152,2.41,29
21153,5.39,52
21154,0.11,7
21155,0.036,13
21156,0.12,6
21157,0.28,7
21158,0.25,11
21159,0.06,9
21160,0.13,6
21161,0.26,14
21162,0.35,12
21163,0.11,10
21164,0.25,7
21165,0.2,7
21166,0.25,12
21167,0.045,7
21168,0.1,9
21169,0.3,20
21170,0.32,9
21171,0.18,11
21172,0.21,5
21173,0.15,7
21174,0.07,9
21175,0.07,3
21176,0.18,15
21177,0.19,19
21178,0.21,10
21179,0.17,7
21180,0.06,5
21181,0.023,13
21182,0.11,6
21183,0.14,7
21184,0.34,12
21185,0.15,7
21186,0.07,8
21187,0.049,6
21196,13.1,18
21199,8.07,26
21208,0.05,8
21209,0.15,12
21210,0.13,4
21211,0.09,4
21212,0.16,6
21216,1.34,9
21217,2.66,4
21218,1.62,10
21220,0.66,16
21221,2.11,4
21222,12,6
21223,20.9,35
21226,0.72,23
21227,3.94,2
21228,10.7,25
21229,3.07,26
21230,1.97,27
21231,7.38,58
21232,6.94,46
21233,4.88,47
21234,0.047,8
21249,0.11,8
21250,0.1,8
21251,0.039,17
21252,0.06,5
21253,0.1,3
21254,0.19,9
21255,0.009,10
21256,0.06,6
21257,0.018,12
21263,3.18,43
21268,0.19,9
21269,0.11,5
21270,0.09,8
21271,0.018,9
21272,0.031,29
21273,0.15,9
21275,0.16,12
21276,1.84,38
21277,0.23,10
21278,0.22,13
21279,0.031,12
21280,0.11,7
21281,0.49,19
21282,0.049,11
21283,0.16,10
21284,0.27,10
21285,0.28,12
21286,0.25,8
21287,0.25,12
21288,0.3,16
21289,0.032,15
21290,0.014,12
21291,0.01,6
21292,0.015,13
21293,0.05,6
21294,0.26,10
21295,0.06,11
21296,0.07,7
21297,0.24,15
21299,1.09,23
21300,1.05,24
21301,1.13,23
21302,1.12,19
21303,1.1,23
21304,1.16,28
21305,5.07,41
21317,0.014,13
21318,0.049,11
21319,0.038,8
21320,0.024,14
21324,0.02,13
21325,0.046,19
21326,0.048,5
21327,0.29,13
21329,0.045,9
21330,0.12,12
21331,0.09,10
21332,0.042,12
21333,0.06,10
21335,0.05,13
21336,0.05,12
21338,0.3,11
21339,0.06,10
21341,0.14,13
21342,0.016,8
21343,0.042,12
21345,0.1,6
21346,0.042,12
21347,0.09,10
21350,0.036,17
21351,0.15,10
21352,0.031,14
21353,0.05,6
21354,0.05,8
21355,0.043,8
21356,0.027,15
21358,0.041,14
21359,0.043,18
21360,0.33,13
21361,0.049,9
21362,0.05,14
21363,0.05,18
21364,0.036,16
21365,0.043,7
21366,0.17,11
21367,0.1,11
21368,0.05,10
21369,0.045,10
21370,0.049,6
21371,0.05,2
21372,0.09,4
21373,0.05,7
21374,0.1,7
21377,0.022,7
21380,0.048,17
21382,0.044,17
21383,0.015,16
21384,0.047,11
21386,0.019,10
21387,0.018,17
21388,0.041,13
21392,2.08,2
21393,9.78,35
21394,3.19,26
21397,9.12,60
21398,4.62,38
21400,0.2,7
21401,0.048,10
21402,0.07,5
21403,0.1,7
21404,0.07,5
21405,0.16,11
21406,0.13,5
21407,0.049,13
21408,0.06,3
21418,2.07,32
21419,4.54,49
21420,0.013,11
21422,7.46,67
21423,4.57,45
21426,14.9,14
21429,7.16,27
21433,0.11,11
21434,0.018,15
21437,0.015,15
21438,0.013,13
21439,0.021,15
21441,0.017,11
21442,0.016,12
21443,0.08,4
21444,0.011,11
21445,0.08,9
21446,0.045,8
21448,0.14,4
21450,0.015,10
21452,0.019,13
21453,0.09,10
21457,0.018,14
21458,0.1,10
21459,0.032,13
21460,0.09,6
21461,0.021,12
21462,0.048,3
21463,0.013,8
21464,0.035,10
21465,0.043,19
21466,0.019,11
21467,0.015,11
21469,0.038,11
21470,0.023,10
21471,0.024,21
21472,0.046,19
21473,0.045,24
21475,0.017,13
21492,0.012,13
21493,0.04,13
21496,0.029,11
21497,0.06,10
21498,0.022,10
21499,0.016,13
21500,0.024,13
21501,0.036,8
21504,0.036,10
21506,0.04,13
21512,0.014,9
21514,0.014,6
21515,0.018,15
21516,0.012,5
21523,0.04,14
21527,0.56,13
21528,0.89,21
21529,0.032,14
21532,0.039,21
21533,4.53,3
21536,2.3,3
21542,0.016,20
21543,0.02,10
21544,0.013,9
21545,0.009,12
21546,0.049,8
21547,0.049,13
21548,0.049,17
21549,0.015,15
21550,0.047,12
21551,0.1,7
21552,3.55,8
21565,0.021,10
21566,0.038,16
21567,0.042,10
21568,0.014,9
21570,0.028,23
21574,10.9,27
21575,0.42,15
21576,0.15,10
21577,0.48,12
21578,0.55,21
21588,0.11,4
21589,0.16,10
21590,0.12,4
21591,0.13,8
21592,0.15,15
21593,0.11,9
21594,0.18,4
21598,0.026,17
21599,0.01,9
21601,0.035,10
21602,0.039,18
21610,16.9,38
21623,0.013,10
21634,0.11,8
21635,0.15,6
21636,0.07,10
21637,0.14,4
21639,22.9,16
21640,11.3,22
21641,3.16,3
21648,0.41,2
21653,11.2,3
21655,4.89,37
21656,5.07,55
21657,0.014,7
21660,0.11,6
21666,2.26,34
21667,4.35,38
21668,2,3
21674,0.017,17
21677,0.015,15
21678,0.015,14
21680,0.035,15
21682,0.05,12
21686,0.012,11
21688,4.06,51
21689,6.6,54
21691,0.04,15
21692,0.13,8
21702,5.01,1
21703,2.96,6
21706,14.2,21
21711,0.008,5
21712,0.039,17
21721,0.014,16
21722,0.11,7
21723,0.01,5
21724,0.11,8
21725,0.03,18
21726,13,5
21727,22.5,29
21728,1.07,27
21729,1.15,21
21730,1.16,24
21731,1.09,24
21732,1.06,21
21733,1.14,23
21734,7.24,52
21750,0.02,8
21752,0.12,12
21754,0.01,8
21759,3.68,2
21762,2.37,2
21765,11.9,5
21777,0.11,5
21778,0.26,9
21779,1.18,20
21780,1.16,26
21781,1.17,24
21782,1.09,23
21783,1.11,26
21784,1.09,25
21785,5.18,40
21789,6.31,3
21792,1.81,2
21796,3.61,50
21797,4.55,45
21798,3.66,28
21803,3.98,1
21804,12.6,32
21813,6.69,2
21814,10.3,6
21815,31.9,47
21818,20.4,39
21819,7.34,51
21820,5.11,48
21821,5.66,2
21824,2.2,2
21826,0.043,14
21827,0.049,18
21833,5.52,52
21835,0.43,11
21836,0.08,11
21853,2.35,8
21854,2.93,6
21855,3.11,10
21858,1.9,7
21861,0.037,19
21875,2.17,29
21876,6.81,61
21878,0.23,21
21890,4.31,12
21891,10.6,30
21893,7.94,1
21894,2.51,3
21902,3.97,48
21903,4.38,47
21904,0.92,4
21905,0.02,15
21906,6.79,4
21907,16.1,35
21910,0.017,12
21911,0.011,14
21912,0.13,10
21913,0.049,10
21914,0.048,7
21918,0.049,16
21919,0.037,9
21922,5.36,4
21925,2.81,3
21930,2.25,6
21933,0.032,11
21934,0.02,11
21935,0.31,14
21936,0.042,11
21937,2.3,32
21938,4.08,33
21939,16.6,10
21940,13.8,11
21941,11.8,18
21942,17.7,42
21943,0.045,11
21944,0.029,4
21948,0.12,10
21955,0.046,13
21957,0.007,7
21958,0.04,13
21959,0.034,8
21964,7.47,2
21965,10.5,21
21966,3.45,12
21969,0.021,10
21970,0.015,8
21972,0.028,15
21976,0.68,15
21977,0.68,14
21978,0.68,11
21979,0.7,11
21980,0.69,14
21981,0.67,11
21982,0.7,11
21983,0.69,13
21984,5.71,47
21985,0.008,7
21989,5.81,3
21997,0.026,23
22006,2.44,31
22007,5.96,61
22014,2.5,19
22015,9.17,56
22025,0.029,13
22027,1.5,2
22028,3.16,3
22032,44.2,26
22034,1.11,23
22035,1.2,26
22036,1.14,27
22037,1.05,22
22038,1.14,23
22039,1.21,24
22040,5.14,41
22041,7.93,3
22044,1.84,2
22049,3.5,1
22051,2.8,1
22056,3.35,8
22057,2.43,8
22058,1.35,6
22061,2.45,5
22066,0.6,22
22076,8.03,49
22077,0.37,15
22078,0.3,15
22079,16.8,25
22080,1.99,22
22081,6.8,62
22087,26.7,4
22089,6.67,48
22096,3.94,2
22097,10.7,22
22098,3.12,25
22101,0.31,3
22108,2.88,7
22109,9.56,57
22112,5.01,5
22115,2.84,4
22116,7.24,4
22117,6.97,3
22132,0.06,9
22161,1.85,28
22175,4.14,2
22176,10.4,14
22177,3.23,24
22178,14.8,21
22181,6.92,18
22182,1.08,16
22183,1.07,23
22184,1.1,19
22185,1.15,25
22186,1.04,27
22187,1.02,22
22188,6.19,45
22192,4.34,55
22195,0.4,9
22196,2.57,24
22197,3.83,25
22198,0.023,8
22205,5.18,4
22207,2.19,34
22208,7.26,54
22210,6.31,1
22213,1.99,2
22219,7.35,51
22220,14.3,36
22221,0.09,7
22222,0.08,6
22223,0.08,11
22224,0.07,9
22231,2.23,6
22236,7.46,52
22237,4.47,47
22238,12,33
22241,4.67,25
22245,6.31,3
22248,3.6,4
22253,11.3,4
22266,0.47,4
22269,10.2,2
22272,2.51,3
22275,0.69,14
22276,9.35,54
22282,8.28,51
22283,5.3,55
22284,6.89,57
22285,8.83,48
22286,4.99,55
22287,4.3,39
22289,0.06,10
22290,0.09,10
22291,0.09,5
22292,0.11,8
22293,0.08,8
22294,0.51,20
22295,0.26,10
22296,0.023,8
22297,0.035,15
22307,1.53,30
22308,4.7,58
22314,28.5,6
22315,10.9,22
22316,2.99,2
22321,19.7,20
22324,6.69,19
22326,0.038,14
22327,0.62,16
22329,0.09,9
22330,0.1,13
22331,0.36,13
22332,0.023,12
22333,0.2,11
22335,0.69,20
22336,0.22,19
22337,0.67,15
22338,0.025,16
22339,0.16,9
22340,0.2,11
22341,0.05,11
22342,0.09,10
22343,0.22,8
22344,0.1,12
