NORAD_CAT_ID,RCS,SOURCE
38382,0.008,3
38383,0.008,3
38384,0.007,2
38385,0.012,4
38386,0.01,2
38387,0.014,3
38388,0.009,6
38389,0.009,1
38390,0.015,3
38391,0.005,2
38392,0.009,3
38393,0.009,3
38394,0.007,1
38395,0.009,6
38396,0.01,3
38397,0.009,3
38398,0.012,7
38399,0.008,3
38400,0.009,4
38401,0.013,2
38402,0.011,4
38403,0.009,3
38404,0.01,6
38405,0.012,5
38406,0.009,4
38407,0.014,7
38408,0.009,4
38409,0.009,5
38410,0.007,3
38411,0.008,1
38412,0.008,2
38413,0.008,5
38414,0.007,1
38415,0.01,4
38416,0.007,3
38417,0.011,8
38418,0.008,5
38419,0.013,10
38420,0.008,5
38421,0.009,5
38422,0.016,7
38423,0.007,7
38424,0.011,3
38425,0.014,6
38426,0.008,3
38427,0.009,6
38428,0.004,1
38430,0.008,6
38431,0.014,5
38432,0.007,5
38433,0.013,9
38434,0.016,6
38435,0.009,3
38436,0.01,4
38437,0.011,5
38438,0.02,8
38439,0.013,5
38440,0.008,5
38441,0.008,1
38442,0.013,5
38443,0.012,8
38444,0.015,3
38445,0.006,1
38446,0.007,3
38447,0.008,1
38448,0.014,2
38449,0.008,9
38450,0.009,4
38451,0.007,1
38452,0.007,4
38453,0.012,4
38454,0.008,4
38455,0.009,5
38456,0.006,3
38457,0.005,5
38458,0.008,6
38459,0.006,5
38460,0.008,7
38468,0.006,2
38469,0.01,2
38470,0.007,3
38471,0.014,10
38472,0.008,2
38474,0.01,4
38477,0.012,2
38478,0.01,5
38479,0.007,3
38480,0.006,5
38481,0.008,3
38482,0.004,3
38483,0.007,3
38484,0.006,3
38485,0.011,5
38486,0.013,4
38487,0.008,2
38489,0.011,2
38490,0.009,1
38491,0.012,4
38492,0.008,2
38493,0.006,3
38494,0.008,7
38495,0.013,3
38496,0.008,3
38497,0.009,4
38498,0.013,7
38499,0.005,2
38500,0.009,4
38501,0.01,5
38502,0.009,6
38503,0.012,4
38504,0.014,3
38505,0.008,1
38506,0.007,4
38507,0.006,1
38508,0.008,4
38510,0.004,1
38511,0.007,1
38512,0.01,3
38513,0.009,4
38514,0.01,10
38515,0.016,4
38516,0.004,1
38517,0.008,2
38518,0.009,4
38519,0.013,8
38521,0.009,3
38522,0.012,3
38524,0.018,16
38525,0.006,9
38526,0.026,10
38527,0.023,7
38530,0.031,11
38531,0.013,3
38532,0.016,8
38533,0.008,3
38534,0.007,5
38535,0.014,4
38536,0.005,3
38537,0.012,3
38538,0.006,5
38539,0.006,3
38540,0.008,3
38541,0.012,6
38542,0.012,4
38543,0.012,2
38544,0.011,6
38546,0.009,4
38547,0.014,3
38549,0.11,2
38551,11.9,4
38552,7.39,6
38553,31.1,33
38554,20.1,37
38557,0.027,18
38558,0.007,8
38559,0.04,17
38560,0.01,1
38562,0.009,6
38563,0.009,7
38564,0.004,2
38565,0.38,20
38566,0.26,12
38567,0.19,13
38568,0.18,14
38569,0.19,18
38570,0.024,8
38571,0.15,12
38572,0.25,12
38573,0.32,11
38574,0.08,5
38575,0.23,7
38576,0.08,6
38577,0.11,2
38578,0.05,15
38579,0.38,31
38580,0.03,9
38581,0.08,6
38582,0.25,7
38583,0.09,4
38584,0.041,7
38585,0.14,19
38586,0.11,4
38587,0.08,11
38588,0.44,10
38589,0.13,4
38590,0.67,25
38591,0.16,10
38592,0.23,6
38593,0.12,3
38594,0.22,13
38595,0.005,4
38596,0.07,5
38597,0.09,10
38598,0.047,11
38599,0.16,8
38600,0.12,16
38601,0.28,9
38602,0.2,19
38603,0.039,14
38604,0.08,7
38605,0.043,11
38606,0.24,19
38607,0.032,14
38608,0.25,19
38609,0.23,11
38610,0.15,16
38612,0.22,18
38613,0.06,7
38614,0.034,12
38615,0.05,6
38616,0.13,6
38617,0.045,11
38618,0.009,7
38619,0.16,7
38620,0.024,6
38621,0.039,3
38622,0.12,7
38623,0.06,7
38624,0.09,12
38625,0.1,7
38626,0.043,9
38627,0.023,5
38628,0.017,9
38629,0.11,8
38630,0.023,5
38631,0.09,10
38632,0.048,13
38633,0.007,7
38634,0.006,3
38635,0.007,6
38636,0.22,14
38637,0.005,3
38638,0.01,1
38639,0.01,1
38640,0.13,5
38641,0.03,4
38642,0.036,14
38643,0.038,20
38644,0.008,2
38645,0.1,11
38646,0.28,11
38647,0.28,19
38648,8.71,40
38649,0.2,7
38650,0.25,16
38651,0.38,21
38652,32.1,17
38653,8.03,29
38654,7.47,50
38655,0.011,8
38656,0.007,3
38661,0.02,4
38662,0.028,3
38663,0.023,5
38664,0.021,2
38665,0.002,1
38670,0.11,4
38673,0.09,6
38674,0.029,21
38677,0.007,7
38678,0.018,9
38679,0.01,1
38680,0.01,1
38681,0.01,1
38682,0.01,1
38683,0.01,1
38684,0.01,1
38685,0.025,1
38686,0.01,1
38687,0.01,1
38688,0.01,1
38689,0.01,3
38690,0.32,2
38691,0.16,2
38692,0.01,1
38693,0.01,1
38694,0.8,1
38695,0.01,1
38696,0.01,1
38697,0.01,1
38698,5.01,1
38699,0.01,1
38700,0.01,1
38701,0.01,1
38702,0.01,1
38703,0.01,1
38704,0.01,1
38705,0.01,1
38707,1.92,30
38708,1.93,27
38709,0.63,26
38710,0.47,22
38711,1.37,33
38714,0.009,6
38715,0.008,2
38716,0.007,3
38717,0.007,1
38718,0.011,5
38720,0.009,6
38721,0.009,3
38722,0.011,5
38723,0.011,12
38724,0.009,4
38725,0.009,9
38726,0.017,3
38727,0.005,1
38728,0.015,3
38729,0.009,6
38730,11.9,3
38732,0.71,30
38733,0.91,19
38734,1.73,23
38735,0.72,20
38736,1.72,28
38737,6.94,39
38740,1.23,1
38741,3.24,2
38742,26.3,24
38743,12.7,21
38744,12.1,30
38745,6,40
38746,7.31,42
38747,2.54,29
38748,0.2,10
38749,45.8,12
38750,22.5,29
38752,6.59,43
38753,6.14,38
38755,3.96,39
38756,0.09,3
38757,5.58,34
38771,14.8,26
38774,5.14,14
38775,9.23,21
38778,17.6,3
38779,11.3,2
38780,26.9,14
38781,12.9,39
38782,2.59,35
38783,0.008,2
38784,0.007,2
38785,0.007,4
38786,0.014,4
38788,0.007,1
38789,0.013,3
38790,0.013,2
38791,0.012,3
38792,0.009,1
38793,0.008,6
38794,0.01,4
38795,0.01,5
38796,0.005,4
38797,0.012,6
38798,0.012,5
38799,0.011,7
38801,0.006,6
38802,0.004,2
38803,0.007,2
38804,0.009,4
38806,0.009,3
38807,0.006,6
38808,0.009,6
38809,0.014,3
38810,0.008,4
38811,0.018,6
38812,0.01,1
38813,0.004,2
38814,0.011,5
38815,0.007,2
38816,0.01,5
38817,0.005,3
38818,0.007,4
38819,0.005,2
38820,0.009,4
38821,0.007,4
38822,0.01,4
38823,0.009,2
38824,0.005,2
38825,0.01,4
38826,0.014,6
38827,0.007,5
38828,0.014,6
38829,0.012,5
38831,0.004,1
38832,0.009,8
38833,5.47,12
38834,3.76,8
38836,0.012,8
38837,0.012,5
38838,0.008,7
38839,0.006,3
38840,0.015,10
38841,0.28,4
38842,0.007,3
38843,0.004,1
38845,0.008,4
38857,8.06,19
38858,12.6,11
38859,0.01,1
38860,2.55,38
38861,1.18,29
38863,4.41,40
38867,96.4,6
38868,1.25,1
38869,5.8,32
38879,0.045,6
38880,0.48,15
38881,0.41,6
38884,0.27,15
38888,1.54,29
38907,0.05,1
38921,0.28,14
38922,0.26,12
38926,0.14,9
38948,0.06,1
38953,2.51,3
38954,22.3,25
38957,0.015,5
38959,0.07,2
38960,0.041,9
38961,0.048,13
38966,0.08,1
38971,0.017,8
38977,163,171
38978,17.8,5
38979,5.92,43
38989,0.06,4
38991,73.6,7
38992,5.15,1
38993,27.5,30
38995,30.5,30
38996,4.91,22
38997,7.9,34
38998,0.56,16
38999,0.83,26
39008,4.69,4
39009,7.68,27
39010,7.53,33
39011,2.77,30
39012,2.86,34
39013,2.98,37
39014,7.86,41
39015,6.31,42
39016,8.95,37
39017,31.6,2
39019,5.66,29
39020,20.2,2
39021,19.3,28
39022,21.1,2
39023,8.61,34
39024,6.15,30
39026,0.47,9
39027,1.31,31
39028,0.045,14
39029,0.06,7
39030,1.7,21
39034,5.67,1
39035,136,144
39036,26.7,15
39037,11.6,22
39046,0.024,13
39052,0.009,3
39054,0.016,4
39055,0.009,3
39056,0.012,6
39057,1.87,22
39058,2.34,34
39059,1.54,25
39060,5.61,45
39061,3.59,15
39062,3.7,17
39068,0.79,25
39069,3.12,32
39070,22.5,9
39071,18.2,22
39072,4.89,40
39073,5.19,40
39074,4.9,40
39075,5.02,43
39076,4.56,34
39077,5.33,40
39078,36.6,7
39079,9.2,4
39080,25.5,33
39081,14.8,28
39084,7.42,38
39085,30.8,3
39086,1.85,31
39087,0.032,13
39088,0.67,25
39089,0.45,26
39090,0.06,8
39091,0.11,5
39092,0.14,7
39093,9.26,38
39094,2.54,38
39095,0.017,1
39096,0.01,3
39097,0.019,7
39099,0.002,1
39103,0.009,1
39104,0.009,1
39105,0.012,2
39106,0.006,3
39107,0.017,3
39109,1.52,3
39110,0.004,1
39111,0.01,12
39112,0.011,7
39113,0.008,7
39114,0.012,7
39119,0.014,4
39120,7.2,2
39122,247,251
39123,10.9,15
39124,7.15,38
39127,10,3
39128,13,15
39129,7.68,25
39132,0.06,4
39133,0.31,13
39134,0.05,5
39135,0.042,11
39136,0.05,12
39150,2.7,32
39151,0.021,5
39152,0.11,2
39153,0.05,5
39154,10.1,34
39155,6.12,19
39156,2.62,8
39157,12.6,15
39158,14.8,33
39159,0.38,13
39160,0.8,15
39161,0.043,13
39162,3.98,29
39163,64.9,7
39164,9.87,21
39165,6.61,33
39166,9.19,25
39167,11.3,2
39168,15.9,5
39169,25.2,14
39172,65.4,10
39173,5.67,25
39174,8.56,29
39177,17,22
39186,7.47,31
39188,59,6
39189,80.5,7
39190,49.2,6
39191,51.9,8
39192,10,5
39194,7.77,38
39195,3.61,35
39197,1.43,26
39198,1.13,20
39199,3.7,2
39200,10.9,20
39202,2.4,31
39203,8.23,34
39204,0.09,4
39205,0.09,4
39206,23.1,1
39207,16.5,8
39208,1.91,18
39209,1.38,20
39210,3.38,33
39211,7.3,32
39212,6.54,31
39213,0.008,8
39214,0.01,12
39215,16.3,1
39216,22.2,2
39217,15.9,26
39218,26.4,24
39222,34.4,8
39223,29.9,15
39224,0.06,2
39225,0.09,6
39227,4.27,36
39228,7.11,34
39233,12.5,4
39234,14.3,3
39235,25.7,22
39236,11.4,32
39237,2.93,5
39238,17.9,28
39239,2.68,25
39240,2.72,23
39241,2.8,30
39242,7.3,29
39243,7.82,37
39244,6.19,31
39249,1.69,17
39250,1.67,25
39251,1.67,21
39252,5.53,34
39253,2.23,31
39254,2.05,23
39255,2.13,23
39256,16.3,2
39260,7.57,25
39261,6.9,37
39265,2.12,27
39266,0.41,2
39267,0.27,8
39268,0.019,5
39269,0.019,7
39270,0.11,8
39271,19.2,25
39285,4.18,4
39286,9.21,24
39287,7.48,31
39294,0.031,9
39295,0.015,10
39300,0.009,2
39301,0.004,1
39302,0.005,3
39303,0.007,2
39304,0.014,4
39305,0.013,3
39306,0.015,2
39307,0.009,2
39308,0.018,3
39309,0.014,3
39310,0.009,2
39311,0.012,2
39312,0.014,2
39313,0.009,2
39314,0.014,4
39315,0.014,4
39316,0.013,4
39318,0.02,3
39319,0.019,2
39320,0.015,5
39321,0.012,2
39322,0.012,2
39323,0.013,6
39324,0.16,5
39325,0.3,9
39326,0.8,14
39327,0.07,9
39328,0.07,15
39329,0.029,6
39330,0.11,7
39331,0.009,4
39332,0.08,8
39333,0.17,11
39334,0.68,11
39335,0.61,6
39336,0.23,10
39337,0.12,11
39338,0.37,10
39339,0.1,3
39340,0.34,8
39341,0.36,13
39342,0.046,5
39343,0.21,1
39344,0.31,15
39345,0.61,11
39346,1.16,22
39347,1.08,23
39348,6.76,27
39349,0.52,14
39350,0.25,5
39351,0.34,6
39352,0.78,23
39353,0.28,7
39354,0.18,9
39355,0.08,10
39356,0.24,5
39357,1.67,18
39358,8.88,35
39359,8.69,35
39360,11.3,1
39361,9.5,15
39362,6.96,29
39363,3.67,28
39364,8.47,27
39369,0.26,13
39371,9.39,28
39375,31.6,2
39376,0.021,4
39380,1.11,23
39392,0.06,3
39397,0.08,4
39403,0.08,3
39404,0.09,4
39410,3.19,29
39411,8.77,30
39416,0.14,4
39417,0.08,3
39418,0.36,13
39419,1.8,19
39420,0.07,4
39421,0.31,10
39422,0.52,18
39423,0.18,4
39424,0.08,1
39425,0.11,2
39426,0.06,2
39427,0.12,4
39428,0.12,4
39429,0.06,9
39430,0.05,2
39431,0.1,7
39432,0.039,7
39433,0.047,10
39434,0.023,10
39435,0.25,7
39436,0.029,15
39437,0.05,5
39438,0.042,8
39439,0.036,10
39440,0.11,6
39441,0.019,5
39442,0.08,2
39443,0.031,8
39444,0.05,1
39445,0.043,6
39446,0.034,16
39447,0.06,1
39448,6.04,32
39450,4.56,30
39451,2.65,31
39452,2.34,27
39453,2.41,22
39454,4.98,27
39455,1.34,18
39459,8.94,4
39460,28.4,8
39476,7.37,3
39477,5.9,23
39481,37.7,12
39482,13.3,21
39483,1.6,21
39484,1.71,15
39485,1.71,20
39486,5.8,31
39487,33.5,10
39488,2,1
39490,0.69,3
39491,0.68,4
39492,0.23,6
39494,3.34,22
39497,0.35,14
39498,4.83,1
39500,12.6,1
39504,5.96,2
39505,26.4,20
39508,0.35,3
39509,3.98,1
39510,23.8,18
39511,8.36,24
39522,10.1,2
39523,1.41,4
39524,7.39,29
39533,27.4,4
39534,13.1,4
39535,0.007,2
39536,0.011,5
39537,0.006,3
39539,0.009,3
39540,0.012,4
39541,0.005,3
39543,0.008,3
39544,0.009,2
39545,0.009,3
39546,0.007,4
39547,0.007,2
39548,0.009,2
39549,0.014,9
39550,0.004,1
39552,0.012,3
39553,0.007,1
39554,0.009,4
39574,8.4,27
39582,0.009,4
39583,0.01,5
39584,0.014,2
39585,0.004,1
39586,0.004,3
39587,0.004,1
39588,0.012,8
39589,0.009,4
39590,0.006,3
39591,0.005,4
39592,0.006,3
39594,1.47,4
39595,0.012,11
39596,0.014,6
39598,0.22,5
39599,0.11,6
39600,0.08,4
39601,0.04,10
39602,0.013,2
39603,0.015,3
39604,0.015,2
39605,0.013,3
39606,0.009,3
39607,0.01,3
39608,0.016,4
39609,0.008,2
39610,0.007,4
39612,3.62,1
39613,35.5,7
39614,1.16,2
39615,4.96,24
39616,66.6,8
39617,21.6,3
39618,24.4,5
39619,8.2,24
39620,4.42,13
39621,2,5
39624,2.41,27
39625,7.99,20
39626,0.08,2
39627,0.09,3
39628,0.09,2
39629,0.08,1
39630,4.31,14
39632,0.047,2
39633,0.05,7
39634,6.97,26
39635,6.55,4
39636,8.69,19
39643,0.017,3
39644,0.016,1
39650,2.78,13
39654,0.002,1
39662,0.012,2
39665,0.002,1
39666,0.02,1
39672,0.02,1
39676,2.23,10
39678,3.72,24
39679,10.3,21
39691,0.022,3
39692,0.015,1
39693,0.019,4
39694,0.015,6
39695,0.012,4
39696,0.019,5
39697,0.013,2
39698,0.02,5
39699,0.016,4
39700,0.018,7
39701,0.021,6
39702,0.019,7
39703,0.019,4
39704,0.5,12
39705,0.21,1
39706,0.07,6
39707,0.014,2
39708,0.014,2
39709,0.012,2
39710,0.005,1
39711,0.009,2
39712,0.005,2
39713,0.005,1
39714,0.006,1
39715,0.016,2
39716,0.005,2
39717,0.005,2
39719,0.014,5
39720,0.01,4
39721,0.009,2
39722,0.011,3
39723,0.005,3
39724,0.007,3
39725,0.018,2
39726,0.002,1
39727,3.98,6
39729,0.2,1
39730,6.56,25
39731,4.35,26
39741,22.6,8
39742,25.8,2
39761,1.75,19
39762,1.73,21
39763,1.77,13
39764,5.05,26
39765,0.37,10
39766,4.18,24
39767,0.29,9
39768,0.34,7
39769,0.31,13
39770,0.15,5
39771,18.2,19
39773,58.1,3
39774,18.7,17
39777,0.013,8
39778,0.013,3
39779,0.007,1
39781,0.008,2
39782,0.009,3
39783,1.31,4
39784,0.68,4
39785,0.009,2
39786,0.012,6
39787,0.005,3
39788,0.015,4
39790,0.004,2
39791,0.012,6
39792,0.008,2
39793,0.01,6
39794,0.007,1
39796,0.005,1
39797,0.018,7
39798,0.035,8
39799,0.038,12
39800,0.33,13
39801,0.15,5
39802,0.014,4
39803,0.029,7
39804,0.035,6
39805,0.009,2
39806,0.016,3
39807,0.004,1
39808,0.021,3
39809,0.019,3
39810,0.013,5
39811,0.015,4
39812,0.016,4
39813,0.019,3
39814,0.017,6
39815,0.019,8
39817,0.015,3
39818,0.014,1
39819,0.014,1
39820,0.023,3
39821,0.014,1
39822,0.018,6
39823,0.017,4
39824,0.023,8
39825,0.019,5
39826,0.021,2
39827,0.018,2
39828,0.021,8
39829,0.023,4
39830,0.007,2
39831,0.009,1
39832,0.021,6
39833,0.014,6
39834,0.013,4
39835,0.014,2
39836,0.017,3
39837,0.018,3
39838,0.019,1
39839,0.032,7
39840,0.018,2
39841,0.012,2
39842,0.009,2
39843,0.013,2
39844,0.009,2
39845,0.008,2
39846,0.004,2
39847,0.006,1
39848,0.004,2
39849,0.013,2
39850,0.004,1
39851,0.005,2
39852,0.009,3
39853,0.017,4
39854,0.004,2
39855,0.005,2
39856,0.004,4
39858,0.009,2
39860,0.011,3
39862,0.01,3
39863,0.007,2
39864,0.007,3
39865,0.01,5
39866,0.009,4
39867,0.009,2
39868,0.007,2
39869,0.008,2
39870,0.011,1
39871,0.013,4
39872,0.009,2
39873,0.01,2
39874,0.008,1
39875,0.005,2
39876,0.01,2
39877,0.006,1
39878,0.009,2
39879,0.012,1
39881,0.006,1
39882,0.013,2
39883,0.01,1
39884,0.006,1
39885,0.008,2
39886,0.014,2
39887,0.007,2
39888,0.014,2
39889,0.01,4
39890,0.009,3
39891,0.005,2
39892,0.009,1
39893,0.009,2
39894,0.01,1
39895,0.004,1
39896,0.006,1
39897,0.005,2
39898,0.008,4
39899,0.012,2
39900,0.014,2
39901,0.008,4
39902,0.002,1
39903,0.007,3
39904,0.008,3
39905,0.013,2
39906,0.013,3
39907,0.008,4
39908,0.009,4
39909,0.004,2
39910,0.008,2
39911,0.023,1
39912,0.01,3
39913,0.013,2
39914,0.01,2
39915,0.009,1
39916,0.007,1
39917,0.007,1
39919,0.014,2
39921,0.014,2
39922,0.014,1
39923,0.011,3
39924,0.016,2
39925,0.007,2
39926,0.012,4
39927,0.01,2
39928,0.016,4
39929,0.012,2
39930,0.013,4
39932,0.012,5
39933,0.006,5
39934,0.012,1
39935,0.007,2
39936,0.004,1
39937,0.008,1
39938,0.009,4
39939,0.004,1
39940,0.006,1
39941,0.012,3
39942,0.008,3
39943,0.015,1
39944,0.013,3
39945,0.009,2
39946,0.003,4
39947,0.008,6
39948,0.015,2
39949,0.007,3
39950,0.009,2
39951,0.014,2
39952,0.009,1
39953,0.004,2
39954,0.007,2
39955,0.011,1
39956,0.002,1
39957,0.007,2
39958,0.008,3
39959,0.008,2
39960,0.009,2
39961,0.015,1
39962,0.014,7
39963,0.01,1
39965,0.002,1
39967,0.013,4
39968,0.009,5
39969,0.008,2
39970,0.013,2
39971,0.01,2
39972,0.014,2
39973,0.005,2
39974,0.01,3
39975,0.009,3
39976,0.005,2
39977,0.013,2
39978,0.01,6
39979,0.014,4
39980,0.012,1
39981,0.006,3
39982,0.009,7
39983,0.011,1
39984,0.012,6
39985,0.004,2
39986,2.44,2
39987,0.041,2
39988,2.45,8
39989,0.14,4
39990,0.023,2
39991,0.026,1
39992,0.039,3
39993,0.11,6
39994,0.05,4
39995,0.08,6
39997,0.035,2
40001,7.57,17
40002,3.41,4
40010,0.43,15
40011,0.49,12
40012,0.28,5
40013,1.99,20
40014,0.28,11
40015,0.37,8
40016,0.45,10
40017,0.32,6
40018,0.13,3
40019,0.14,11
40020,0.11,2
40021,0.036,6
40022,0.08,3
40023,0.08,7
40024,0.042,6
40025,0.07,3
40026,0.08,2
40027,0.09,4
40028,0.11,3
40029,0.07,3
40030,0.019,4
40031,0.07,7
40032,0.07,3
40033,0.07,5
40034,0.2,4
40035,0.08,9
40036,0.09,5
40037,0.15,7
40038,0.06,7
40039,0.12,2
40040,0.07,7
40041,0.08,5
40042,0.08,2
40043,0.07,2
40044,0.07,3
40045,0.018,15
40046,0.027,10
40047,4.91,27
40048,8.54,27
40049,5.22,29
40050,0.004,1
40052,0.013,1
40053,3.79,25
40054,0.35,7
40055,0.1,3
40056,0.11,3
40057,0.11,6
40058,5.58,25
40059,1.23,18
40060,9.1,13
40061,1.75,14
40062,1.69,15
40063,1.75,12
40064,4.97,22
40069,8.72,25
40070,1.44,14
40071,0.34,8
40072,0.36,10
40073,0.39,7
40074,0.12,6
40075,0.14,4
40076,0.52,4
40078,1.74,21
40079,1.24,5
40080,0.95,4
40081,2.05,5
40082,1.5,5
40083,1.54,1
40086,0.46,12
40087,0.45,12
40088,0.45,17
40089,0.5,15
40090,0.5,12
40091,0.44,15
40105,11.9,16
40106,7.34,4
40107,9.47,7
40108,15.7,18
40109,2.89,22
40110,2.49,20
40111,2.65,17
40112,6.43,26
40113,8.26,24
40114,6.1,27
40115,6.55,26
40118,3.51,19
40119,0.11,4
40120,6.91,26
40121,0.018,9
40128,3.96,7
40129,1.76,7
40130,4.78,3
40135,0.009,3
40136,0.31,4
40137,0.56,15
40141,23.9,6
40143,5.34,24
40144,0.28,7
40146,46.3,2
40147,7.31,3
40148,2,3
40149,8.04,7
40152,0.08,1
40153,0.36,1
40154,0.045,1
40155,0.004,1
40157,0.26,1
40158,0.15,3
40159,0.35,5
40161,0.13,1
40163,0.47,2
40166,0.036,1
40171,0.25,5
40172,0.3,2
40173,0.05,1
40174,0.37,4
40175,0.16,4
40176,0.015,1
40177,0.09,1
40178,0.39,3
40179,1.99,5
40180,0.47,1
40181,0.41,2
40182,0.15,1
40183,0.09,4
40184,0.73,1
40185,0.61,1
40186,0.45,2
40187,0.48,2
40188,0.2,3
40189,3.76,5
40190,0.43,2
40191,0.16,1
40192,0.15,2
40193,0.44,1
40195,0.71,5
40196,0.25,1
40197,1.37,5
40198,0.13,1
40199,0.17,1
40200,0.11,4
40201,0.13,1
40202,0.12,1
40203,0.53,1
40204,0.22,1
40205,0.14,1
40206,0.18,1
40207,0.41,1
40213,0.014,5
40214,0.015,5
40215,0.016,4
40216,0.011,3
40217,0.048,9
40218,0.038,2
40220,0.013,5
40221,0.009,2
40223,0.014,1
40224,0.006,8
40225,0.015,5
40226,0.015,4
40227,0.008,4
40228,0.012,5
40229,0.004,1
40230,0.007,3
40231,0.011,1
40232,0.008,2
40233,0.011,2
40234,0.024,9
40235,0.007,3
40236,0.017,5
40237,0.01,2
40238,0.014,2
40239,0.007,1
40242,0.009,2
40243,0.007,1
40244,0.007,2
40245,0.031,18
40248,0.015,7
40249,0.039,8
40251,0.009,2
40252,0.009,8
40254,0.015,7
40255,0.014,7
40256,0.013,7
40258,43.5,6
40259,2.06,3
40260,7.52,22
40261,2.28,24
40262,7.71,24
40263,0.08,1
40264,0.09,2
40265,0.08,1
40266,0.09,2
40267,8.74,7
40268,24.5,12
40270,7.76,16
40271,264,272
40272,77.3,6
40273,1.45,2
40274,9.43,17
40275,3.41,22
40276,7.91,26
40277,22.6,1
40278,2,1
40286,2.16,22
40287,8.34,27
40288,0.09,3
40289,0.09,2
40290,0.09,3
40291,0.09,2
40294,12.2,18
40295,6.6,3
40296,24.5,9
40297,1.03,5
40298,2.7,17
40299,0.27,12
40300,0.41,10
40301,0.33,12
40302,0.51,18
40303,4.44,19
40304,10.4,14
40305,3.7,20
40306,7.88,23
40310,4.39,22
40315,10.3,10
40316,0.53,1
40317,0.019,6
40318,0.012,7
40326,0.015,5
40327,0.05,2
40328,0.05,1
40332,32.1,2
40333,32,4
40334,4.54,7
40335,15.9,17
40336,3.84,15
40337,7.23,22
40338,2.43,19
40339,2.5,13
40340,2.73,21
40341,5.73,26
40342,5.98,24
40343,7.55,24
40345,50.5,10
40346,0.25,1
40347,7.07,20
40348,0.5,3
40349,7.31,4
40350,7.81,1
40351,8.9,4
40352,6.33,1
40353,9.92,24
40354,2.94,25
40355,2.31,2
40356,6.01,25
40357,0.019,4
40358,13.5,21
40360,8.5,22
40362,5.08,27
40364,204,205
40365,1,3
40366,7.61,16
40367,31.6,11
40368,24.3,12
40374,19.9,4
40375,2.72,5
40376,4.03,22
40377,0.09,3
40378,0.09,5
40379,0.06,2
40380,0.08,4
40381,3.27,17
40382,16.9,18
40384,14.8,5
40385,0.53,1
40386,7.71,15
40395,0.033,14
40396,0.009,6
40397,0.007,9
40398,0.012,6
40399,0.029,8
40400,0.012,14
40401,0.01,4
40402,0.007,4
40403,0.007,4
40404,0.034,8
40405,0.05,13
40406,0.046,4
40407,0.012,6
40408,0.029,12
40409,0.011,12
40410,0.009,4
40411,0.01,7
40412,0.016,14
40413,0.009,4
40414,0.009,9
40415,0.01,9
40416,0.007,3
40418,0.017,11
40420,5.6,23
40424,5.17,3
40425,5.9,4
40426,27.1,11
40431,0.013,3
40434,0.008,8
40435,0.021,16
40436,0.01,9
40437,0.004,8
40438,0.01,3
40439,0.023,11
40441,0.008,8
40442,0.012,7
40443,0.019,10
40444,0.031,14
40447,0.01,3
40448,0.015,5
40449,0.014,5
40450,0.008,9
40461,0.012,2
40462,0.011,5
40463,0.015,3
40464,0.015,5
40465,0.012,4
40466,0.015,3
40467,0.013,5
40468,0.009,2
40469,0.009,3
40470,0.01,5
40471,0.015,5
40472,0.01,2
40473,0.005,3
40474,0.01,1
40475,0.011,3
40476,0.015,5
40477,0.015,7
40478,0.008,5
40479,0.016,5
40480,0.015,5
40481,0.01,3
40482,3.29,13
40483,3.36,9
40484,2.39,9
40485,1.98,12
40486,10.9,20
40487,0.006,2
40489,0.01,4
40490,0.009,5
40491,0.01,5
40492,0.016,9
40493,0.008,5
40494,0.014,4
40495,0.015,3
40496,0.008,6
40497,0.015,4
40498,0.012,8
40499,0.016,6
40500,0.014,4
40501,0.009,3
40502,0.008,4
40503,0.015,1
40504,0.01,3
40505,19.5,2
40506,6.36,4
40507,2.98,15
40508,0.008,5
40509,0.013,6
40510,0.01,3
40511,0.01,11
40513,0.016,3
40514,0.01,8
40515,0.006,7
40516,0.007,5
40517,0.014,3
40518,0.01,4
40519,0.014,4
40520,0.015,3
40521,0.014,7
40522,0.014,6
40523,0.008,4
40524,0.007,4
40525,0.01,2
40526,0.01,3
40527,0.009,2
40530,0.019,1
40531,0.02,1
40532,0.019,4
40533,0.019,2
40534,30.7,6
40535,26.2,1
40536,5.31,24
40537,7.06,26
40538,6.7,19
40539,15.1,15
40541,3.79,24
40544,3.79,9
40545,7.52,7
40546,1.26,3
40547,4.02,2
40548,6.32,13
40549,11.8,7
40552,1.65,18
40553,1.57,16
40554,1.54,15
40555,0.24,11
40556,4.87,21
40558,0.009,5
40559,0.014,4
40560,0.013,2
40561,0.015,7
40562,0.015,6
40563,0.016,5
40564,0.009,6
40565,0.01,4
40566,0.015,6
40567,0.016,4
40568,0.006,4
40569,0.01,1
40570,0.016,4
40571,0.015,1
40572,0.014,7
40573,0.009,7
40574,0.013,4
40575,0.014,2
40576,0.015,3
40577,0.013,8
40578,0.013,6
40579,0.008,5
40580,0.013,3
40581,0.008,3
40582,0.01,3
40583,0.027,2
40585,0.011,9
40592,0.038,17
40594,0.029,3
40600,0.005,6
40601,0.011,1
40602,0.012,3
40603,0.009,4
40604,0.013,2
40605,0.012,3
40606,0.013,3
40607,0.007,5
40608,0.008,5
40609,0.015,2
40610,0.015,5
40611,0.012,8
40612,0.026,1
40613,59.9,7
40614,14.8,3
40615,25.2,8
40616,13.4,4
40617,8.94,3
40618,35.4,12
40641,0.009,3
